uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,dataQF
"4795a1c8-0897-4e2e-a6ec-8519fbfa6678","HARV_022.tickPlot.tck","D01","HARV","HARV_022","distributed","evergreenForest",42.435458,-72.199287,"WGS84",20.2,185.9,0.5,,,"2019-06-04T13:31Z","HARV.2019.23","HARV_022.20190604","A00000066829","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-9299-545X",,
"50bbca30-c6a0-412c-ad97-94a8d93ea5e0","HARV_004.tickPlot.tck","D01","HARV","HARV_004","distributed","mixedForest",42.426877,-72.227953,"WGS84",20.4,182.6,0.9,,,"2019-06-04T15:31Z","HARV.2019.23","HARV_004.20190604","A00000066830","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0001-6846-5179",,
"8f46f920-ac33-47a7-85a7-a9eed01d9324","HARV_006.tickPlot.tck","D01","HARV","HARV_006","distributed","deciduousForest",42.401928,-72.252700,"WGS84",20.3,190.8,0.5,,,"2019-06-04T17:44Z","HARV.2019.23","HARV_006.20190604","A00000066831","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0001-6846-5179",,
"13440b6a-5696-4ef0-8fe3-732394290ba2","HARV_026.tickPlot.tck","D01","HARV","HARV_026","distributed","evergreenForest",42.412057,-72.246527,"WGS84",20.2,187.3,0.4,,,"2019-06-04T19:05Z","HARV.2019.23","HARV_026.20190604","D00000035331","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0001-6846-5179",,
"00b57242-2b36-4ca7-a99d-73c953d2d996","HARV_001.tickPlot.tck","D01","HARV","HARV_001","distributed","deciduousForest",42.424217,-72.260096,"WGS84",20.1,202.1,0.2,,,"2019-06-05T12:45Z","HARV.2019.23",,,"drag and flag",165,"N",,,,,"NEON.DOC.014045vK","0000-0002-4386-3362",,
"f62cf604-d789-4e5d-bdf7-6f44c0b0773b","HARV_002.tickPlot.tck","D01","HARV","HARV_002","distributed","deciduousForest",42.477231,-72.259454,"WGS84",20.2,187.7,0.3,,,"2019-06-05T15:11Z","HARV.2019.23","HARV_002.20190605","A00000066832","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-9299-545X",,
"bc07bfb9-8e05-4e21-883b-abdd64b9a05d","HARV_002.tickPlot.tck","D01","HARV","HARV_002","distributed","deciduousForest",42.477231,-72.259454,"WGS84",20.2,187.7,0.3,,,"2019-06-24T14:00Z","HARV.2019.26","HARV_002.20190624","D00000007177","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-6931-9699",,
"7e8a8bb2-1759-4ce1-b46b-ac7ed1843ef0","HARV_004.tickPlot.tck","D01","HARV","HARV_004","distributed","mixedForest",42.426877,-72.227953,"WGS84",20.4,182.6,0.9,,,"2019-06-24T15:55Z","HARV.2019.26","HARV_004.20190624","D00000006835","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-6931-9699",,
"a0799e9a-a93a-4b03-9aef-fc8cfccdbc60","HARV_001.tickPlot.tck","D01","HARV","HARV_001","distributed","deciduousForest",42.424217,-72.260096,"WGS84",20.1,202.1,0.2,,,"2019-06-24T17:34Z","HARV.2019.26","HARV_001.20190624","D00000006830","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0001-9742-8369",,
"86a1aaf2-1904-453b-9f95-60cafe1981ca","HARV_006.tickPlot.tck","D01","HARV","HARV_006","distributed","deciduousForest",42.401928,-72.252700,"WGS84",20.3,190.8,0.5,,,"2019-06-24T18:51Z","HARV.2019.26","HARV_006.20190624","D00000006836","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-6931-9699",,
"359835ba-3d05-44c4-89ae-1a33f5461372","HARV_026.tickPlot.tck","D01","HARV","HARV_026","distributed","evergreenForest",42.412057,-72.246527,"WGS84",20.2,187.3,0.4,,,"2019-06-24T19:31Z","HARV.2019.26","HARV_026.20190624","D00000006832","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0001-9742-8369",,
"913bcc43-595f-4547-84f7-5b0611638c55","HARV_022.tickPlot.tck","D01","HARV","HARV_022","distributed","evergreenForest",42.435458,-72.199287,"WGS84",20.2,185.9,0.5,,,"2019-06-24T20:26Z","HARV.2019.26","HARV_022.20190624","D00000006850","drag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-6931-9699",,
