uid,namedLocation,siteID,domainID,plotID,collectDate,identifiedDate,sampleID,subsampleID,scientificName,acceptedTaxonID,taxonRank,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,identificationQualifier,identificationReferences,identificationProtocolVersion,identificationHistoryID,scientificNameAuthorship,sexOrAge,individualCount,sampleCondition,archiveMedium,archiveFacilityID,deprecatedVialID,identifiedBy,laboratoryName,remarks,dataQF,source_file
902afb86-0d55-4b4a-9ba1-6316784c70e6,SCBI_013.tickPlot.tck,SCBI,D02,SCBI_013,2016-07-12T19:06Z,2017-05-19T16:00Z,SCBI_013.20160712,SCBI_013.20160712.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Nymph,2.0,OK,RNA stabilization buffer,USNMENT00864656,SCBI_013.20160712.1.AMBAME.N,Lorenza Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2016-07.basic.20260107T162158Z.csv
96910a58-71d4-4689-ab4e-8f26f759495d,SCBI_013.tickPlot.tck,SCBI,D02,SCBI_013,2016-07-12T19:06Z,2017-05-19T16:00Z,SCBI_013.20160712,SCBI_013.20160712.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Say,Nymph,5.0,OK,RNA stabilization buffer,USNMENT00984234,SCBI_013.20160712.1.IXOSCA.N,Lorenza Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2016-07.basic.20260107T162158Z.csv
3f3c8295-395c-4a5e-8a08-f4c014bc085f,SCBI_013.tickPlot.tck,SCBI,D02,SCBI_013,2016-07-12T19:06Z,2017-04-06T16:00Z,SCBI_013.20160712,SCBI_013.20160712.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Say,Male,1.0,OK,RNA stabilization buffer,USNMENT00984235,SCBI_013.20160712.1.DERVAR.M,Guy Hobbs,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2016-07.basic.20260107T162158Z.csv
3768aae3-af0a-44e8-a24c-82d7edd0b828,BLAN_015.tickPlot.tck,BLAN,D02,BLAN_015,2021-03-22T15:13Z,2022-01-05T17:00Z,BLAN_015.20210322,BLAN_015.20210322.IXOSCA.M,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2021.pdf,,Say,Male,1.0,OK,95% ethanol,USNMENT1511355,,L. Beati,Georgia Southern University,,,NEON.D02.BLAN.DP1.10093.001.tck_taxonomyProcessed.2021-03.basic.20260107T161143Z.csv
7c031237-7b96-4dd6-945e-94db497a65f0,SCBI_013.tickPlot.tck,SCBI,D02,SCBI_013,2015-08-17T13:52Z,2016-09-21T16:00Z,SCBI_013.20150817,SCBI_013.20150817.L,Ixodidae sp.,IXOSP,family,Ixodidae,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,,Larva,47.0,OK,95% ethanol,USNMENT00865238,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-08.basic.20260107T162233Z.csv
9ef43861-2a88-4dca-9bf5-99cf470799e1,SCBI_013.tickPlot.tck,SCBI,D02,SCBI_013,2015-08-17T13:52Z,2016-09-16T16:00Z,SCBI_013.20150817,SCBI_013.20150817.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Nymph,11.0,OK,90% ethanol,USNMENT00865239,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-08.basic.20260107T162233Z.csv
62696328-7079-4ba0-a985-2b30706e1f2a,SCBI_039.tickPlot.tck,SCBI,D02,SCBI_039,2015-08-17T15:09Z,2016-09-21T16:00Z,SCBI_039.20150817,SCBI_039.20150817.L,Ixodidae sp.,IXOSP,family,Ixodidae,,,,,,sp.,,,,GSU_tickIdentification_SOP_2016-11-01.pdf,,,Larva,5.0,OK,95% ethanol,USNMENT00865199,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-08.basic.20260107T162233Z.csv
6cfc90f3-f749-4d3a-837d-b751caf32130,SCBI_039.tickPlot.tck,SCBI,D02,SCBI_039,2015-08-17T15:09Z,2016-09-12T16:00Z,SCBI_039.20150817,SCBI_039.20150817.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Yunker, C. E., Keirans, J. E., Clifford, C. M., and E. R. Easton. 1986. Dermacentor ticks (Acari: Ixodoidea: Ixodidae) of the New World: a scanning electron microscope atlas. Proceedings of the Entomological Society of Washington, 88(4):609-627.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Say,Male,1.0,OK,90% ethanol,USNMENT00865198,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-08.basic.20260107T162233Z.csv
55096169-0c00-4264-807b-357c38730383,SERC_005.tickPlot.tck,SERC,D02,SERC_005,2016-05-24T15:17Z,2017-05-17T16:00Z,SERC_005.20160524,SERC_005.20160524.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Say,Nymph,1.0,OK,RNA stabilization buffer,USNMENT00984131,SERC_005.20160524.1.IXOSCA.N,Lorenza Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
0eb65768-3357-492e-97c6-7c9b91afab7e,SERC_001.tickPlot.tck,SERC,D02,SERC_001,2016-05-24T20:07Z,2017-05-17T16:00Z,SERC_001.20160524,SERC_001.20160524.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Say,Nymph,10.0,OK,RNA stabilization buffer,USNMENT00984127,SERC_001.20160524.1.IXOSCA.N,Lorenza Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
60643626-5150-4fc7-8cb3-09a656a31eb4,SERC_001.tickPlot.tck,SERC,D02,SERC_001,2016-05-24T20:07Z,2017-05-17T16:00Z,SERC_001.20160524,SERC_001.20160524.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Male,5.0,OK,RNA stabilization buffer,USNMENT00984128,SERC_001.20160524.1.AMBAME.M,Lorenza Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
a9efaf1f-4b6a-4749-b220-45111dc559f4,SERC_001.tickPlot.tck,SERC,D02,SERC_001,2016-05-24T20:07Z,2017-05-17T16:00Z,SERC_001.20160524,SERC_001.20160524.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Nymph,23.0,OK,RNA stabilization buffer,USNMENT00864593,SERC_001.20160524.1.AMBAME.N,Lorenza Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
c9227b8a-8717-40a4-bf65-707994a48322,SERC_006.tickPlot.tck,SERC,D02,SERC_006,2016-05-25T12:27Z,2017-05-19T16:00Z,SERC_006.20160525,SERC_006.20160525.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Nymph,3.0,OK,RNA stabilization buffer,USNMENT00864667,SERC_006.20160525.1.AMBAME.N,Lorenza Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
e34f5324-e4d0-4785-be70-273d5d5cb4ab,SERC_006.tickPlot.tck,SERC,D02,SERC_006,2016-05-25T12:27Z,2017-04-05T16:00Z,SERC_006.20160525,SERC_006.20160525.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Female,1.0,OK,RNA stabilization buffer,USNMENT00984186,SERC_006.20160525.1.AMBAME.F,Guy Hobbs,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
22f135b1-8090-48b3-8459-3f1441f84d21,SERC_006.tickPlot.tck,SERC,D02,SERC_006,2016-05-25T12:27Z,2017-05-19T16:00Z,SERC_006.20160525,SERC_006.20160525.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Say,Nymph,5.0,OK,RNA stabilization buffer,USNMENT00984185,SERC_006.20160525.1.IXOSCA.N,Lorenza Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
5da98cc4-d367-4c00-9c4d-93a2425b445f,SERC_012.tickPlot.tck,SERC,D02,SERC_012,2016-05-25T13:47Z,2017-03-23T16:00Z,SERC_012.20160525,SERC_012.20160525.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Male,1.0,OK,RNA stabilization buffer,USNMENT00984133,SERC_012.20160525.2.AMBAME.M,Guy Hobbs,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
e839f015-fb17-408e-8b84-98df95cdb0dd,SERC_012.tickPlot.tck,SERC,D02,SERC_012,2016-05-25T13:47Z,2017-05-17T16:00Z,SERC_012.20160525,SERC_012.20160525.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Nymph,9.0,OK,RNA stabilization buffer,USNMENT00864595,SERC_012.20160525.1.AMBAME.N,Lorenza Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
990835bf-8415-4bed-91ff-ea4b15d25274,SERC_012.tickPlot.tck,SERC,D02,SERC_012,2016-05-25T13:47Z,2017-05-17T16:00Z,SERC_012.20160525,SERC_012.20160525.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Say,Nymph,15.0,OK,RNA stabilization buffer,USNMENT00984134,SERC_012.20160525.1.IXOSCA.N,Lorenza Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
8dd3f8da-d5ec-4511-8679-2af22b9c9609,SERC_002.tickPlot.tck,SERC,D02,SERC_002,2016-05-25T14:59Z,2017-05-19T16:00Z,SERC_002.20160525,SERC_002.20160525.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Nymph,40.0,OK,RNA stabilization buffer,USNMENT00864668,SERC_002.20160525.1.AMBAME.N,Lorenza Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
7bf4c660-6c24-4e3c-b337-29dd4eacd516,SERC_002.tickPlot.tck,SERC,D02,SERC_002,2016-05-25T14:59Z,2017-05-19T16:00Z,SERC_002.20160525,SERC_002.20160525.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Cooley, R. A. and G. M. Kohls. 1945. The genus Ixodes in North America. National Institute of Health Bulletin, 184.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Say,Nymph,56.0,OK,RNA stabilization buffer,USNMENT00984172,SERC_002.20160525.1.IXOSCA.N,Lorenza Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
14d1a859-db52-4a11-9126-df51f379a0ef,SERC_002.tickPlot.tck,SERC,D02,SERC_002,2016-05-25T14:59Z,2017-04-04T16:00Z,SERC_002.20160525,SERC_002.20160525.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Female,3.0,OK,RNA stabilization buffer,USNMENT00984173,SERC_002.20160525.1.AMBAME.F,Guy Hobbs,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
5b334348-e1e5-4f94-8534-fa8078e6a12f,SERC_002.tickPlot.tck,SERC,D02,SERC_002,2016-05-25T14:59Z,2017-04-04T16:00Z,SERC_002.20160525,SERC_002.20160525.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Male,2.0,OK,RNA stabilization buffer,USNMENT00984174,SERC_002.20160525.1.AMBAME.M,Guy Hobbs,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2016-05.basic.20260107T160846Z.csv
5f360e6b-4863-4146-8f5c-4f66d33b4aaf,SCBI_013.tickPlot.tck,SCBI,D02,SCBI_013,2015-04-13T16:53Z,2016-09-16T16:00Z,SCBI_013.20150413,SCBI_013.20150413.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Keirans, J. E., and C. M. Clifford. 1978. The genus Ixodes in the United States: a scanning electron microscope study and key to the adults. Journal of Medical Entomology, 15(Supplement 2):1-38.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Say,Nymph,1.0,OK,90% ethanol,USNMENT00865255,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-04.basic.20260107T162529Z.csv
4bec1d17-7591-48a9-8a3e-a10427b0c993,SCBI_013.tickPlot.tck,SCBI,D02,SCBI_013,2015-04-13T16:53Z,2016-09-20T16:00Z,SCBI_013.20150413,SCBI_013.20150413.IXOSCA.F,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Keirans, J. E., and C. M. Clifford. 1978. The genus Ixodes in the United States: a scanning electron microscope study and key to the adults. Journal of Medical Entomology, 15(Supplement 2):1-38.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Say,Female,1.0,OK,90% ethanol,USNMENT00865309,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-04.basic.20260107T162529Z.csv
4e261177-7f17-4b5f-a3b0-452cb23143fd,SCBI_013.tickPlot.tck,SCBI,D02,SCBI_013,2015-04-13T16:53Z,2016-09-16T16:00Z,SCBI_013.20150413,SCBI_013.20150413.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Male,1.0,OK,90% ethanol,USNMENT00865256,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-04.basic.20260107T162529Z.csv
2ba023a0-276b-49e8-97d8-48ef33979e06,SCBI_005.tickPlot.tck,SCBI,D02,SCBI_005,2015-04-13T18:09Z,2016-09-16T16:00Z,SCBI_005.20150413,SCBI_005.20150413.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Nymph,2.0,OK,90% ethanol,USNMENT00865249,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-04.basic.20260107T162529Z.csv
aec83b42-8f05-4609-a515-3c7df71a0fcc,SCBI_005.tickPlot.tck,SCBI,D02,SCBI_005,2015-04-13T18:09Z,2016-09-16T16:00Z,SCBI_005.20150413,SCBI_005.20150413.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Female,1.0,OK,90% ethanol,USNMENT00865249,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-04.basic.20260107T162529Z.csv
000a523a-773c-4f9f-b996-c9ca408bfed1,SCBI_005.tickPlot.tck,SCBI,D02,SCBI_005,2015-04-13T18:09Z,2016-09-16T16:00Z,SCBI_005.20150413,SCBI_005.20150413.AMBAME.M,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Male,1.0,OK,90% ethanol,USNMENT00865249,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-04.basic.20260107T162529Z.csv
dd756f32-77b8-4b8a-b366-b531c1002a3a,SCBI_007.tickPlot.tck,SCBI,D02,SCBI_007,2015-04-13T18:20Z,2016-09-20T16:00Z,SCBI_007.20150413,SCBI_007.20150413.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Nymph,1.0,OK,90% ethanol,USNMENT00865338,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-04.basic.20260107T162529Z.csv
be86e14d-ab43-48c2-af6f-0aac969cc1b3,SCBI_007.tickPlot.tck,SCBI,D02,SCBI_007,2015-04-13T18:20Z,2016-09-20T16:00Z,SCBI_007.20150413,SCBI_007.20150413.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Linnaeus,Female,1.0,OK,90% ethanol,USNMENT00865337,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-04.basic.20260107T162529Z.csv
432b10cf-eb5f-4a3e-9c0b-c4bc2eeaa1d9,SCBI_007.tickPlot.tck,SCBI,D02,SCBI_007,2015-04-13T18:20Z,2016-09-20T16:00Z,SCBI_007.20150413,SCBI_007.20150413.IXOSCA.F,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Keirans, J. E., and C. M. Clifford. 1978. The genus Ixodes in the United States: a scanning electron microscope study and key to the adults. Journal of Medical Entomology, 15(Supplement 2):1-38.",GSU_tickIdentification_SOP_2016-11-01.pdf,,Say,Female,1.0,OK,90% ethanol,USNMENT00865283,,L. Beati,Georgia Southern University,,,NEON.D02.SCBI.DP1.10093.001.tck_taxonomyProcessed.2015-04.basic.20260107T162529Z.csv
591bc109-aba0-4db8-a456-82eaef200255,SERC_002.tickPlot.tck,SERC,D02,SERC_002,2023-05-16T20:05Z,2023-08-24T16:00Z,SERC_002.20230516,SERC_002.20230516.AMBAME.N,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Keirans, J. E., and L. A. Durden. 1998. Illustrated Key to Nymphs of the Tick Genus Amblyomma (Acari: Ixodidae) Found in the United States. Journal of Medical Entomology, 35:489–495.",GSU_tickIdentification_SOP_2021.pdf,,Linnaeus,Nymph,1.0,OK,95% ethanol,USNMENT1786648,,L. Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2023-05.basic.20260107T161405Z.csv
9757dbce-e5ec-4b4d-90d8-68faffd718e0,SERC_002.tickPlot.tck,SERC,D02,SERC_002,2023-05-16T20:05Z,2023-08-24T16:00Z,SERC_002.20230516,SERC_002.20230516.HAELON.N,Haemaphysalis longicornis,HAELON,species,Ixodidae,,,,Haemaphysalis,,longicornis,,,"Egizi, A.M., et al. (2019). A pictorial key to differentiate the recently detected exotic Haemaphysalis longicornis Neumann, 1901 (Acari, Ixodidae) from native congeners in North America. ZooKeys 818, 117-128. doi: 10.3897/zookeys.818.30448",GSU_tickIdentification_SOP_2021.pdf,,,Nymph,2.0,Other,Other (described in remarks),USNMENT1786598,,L. Beati,Georgia Southern University,ticks lost after identification but before archive/testing,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2023-05.basic.20260107T161405Z.csv
d7b2adc7-57f5-4244-a171-b919b83aad3a,SERC_002.tickPlot.tck,SERC,D02,SERC_002,2023-05-16T20:05Z,2023-08-24T16:00Z,SERC_002.20230516,SERC_002.20230516.IXOAFF.N,Ixodes affinis,IXOAFF,species,Ixodidae,,,,Ixodes,,affinis,,,"Durden, L.A. & Keirans, J.E. (1996). Nymphs of the genus Ixodes (Acari: Ixodidae) in the US. Taxonomy, ID Key, Distribution, Hosts, and Medical/Veterinary Importance. Thomas Say Publications in Entomology: Monographs. Entomological Society of America.",GSU_tickIdentification_SOP_2021.pdf,,Neumann,Nymph,1.0,OK,95% ethanol,USNMENT1786638,,L. Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2023-05.basic.20260107T161405Z.csv
2bec0616-7c07-467d-bf41-47967131f702,SERC_002.tickPlot.tck,SERC,D02,SERC_002,2023-05-16T20:05Z,2023-08-24T16:00Z,SERC_002.20230516,SERC_002.20230516.AMBAME.F,Amblyomma americanum,AMBAME,species,Ixodidae,,,,Amblyomma,,americanum,,,"Cooley, R. A. and G. M. Kohls. 1944. The genus Amblyomma (ixodidae) in the United States. The Journal of Parasitology, 30(2):77-111.",GSU_tickIdentification_SOP_2021.pdf,,Linnaeus,Female,2.0,OK,95% ethanol,USNMENT1786652,,L. Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2023-05.basic.20260107T161405Z.csv
5670dba0-925b-4b2e-a415-cd5646f57621,SERC_002.tickPlot.tck,SERC,D02,SERC_002,2023-05-16T20:05Z,2023-08-24T16:00Z,SERC_002.20230516,SERC_002.20230516.IXOSCA.N,Ixodes scapularis,IXOSCA,species,Ixodidae,,,,Ixodes,,scapularis,,,"Durden, L.A. & Keirans, J.E. (1996). Nymphs of the genus Ixodes (Acari: Ixodidae) in the US. Taxonomy, ID Key, Distribution, Hosts, and Medical/Veterinary Importance. Thomas Say Publications in Entomology: Monographs. Entomological Society of America.",GSU_tickIdentification_SOP_2021.pdf,,Say,Nymph,4.0,OK,95% ethanol,USNMENT1786662,,L. Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2023-05.basic.20260107T161405Z.csv
31fac203-0207-4914-a829-8c1a1ea8c01a,SERC_002.tickPlot.tck,SERC,D02,SERC_002,2023-05-16T20:05Z,2023-08-24T16:00Z,SERC_002.20230516,SERC_002.20230516.DERVAR.M,Dermacentor variabilis,DERVAR,species,Ixodidae,,,,Dermacentor,,variabilis,,,"Cooley, R. A. 1938. The genera Dermacentor and Otocentor (Ixodidae) in the United States, with studies in variation. US Government Printing Office.",GSU_tickIdentification_SOP_2021.pdf,,Say,Male,1.0,OK,95% ethanol,USNMENT1786664,,L. Beati,Georgia Southern University,,,NEON.D02.SERC.DP1.10093.001.tck_taxonomyProcessed.2023-05.basic.20260107T161405Z.csv
